id,Focus Area,Target Crash,Area Type,CountermeasureID,Countermeasure,Proven Countermeasure,CMF,Crash Severity,Road Type,Star Quality,Min AADT,Max AADT,Min Num Lanes,Max Num Lane,Cost,Service Life,Implementation Time,ContributingFactors,SSA ,AASHTO
1060,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.03,K (fatal),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1061,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.98,K (fatal),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1062,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.03,K (fatal),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1063,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.99,K (fatal),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1064,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.9,K (fatal),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1065,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.02,K (fatal),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1066,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.05,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1067,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.03,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1068,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.96,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1069,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.96,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1070,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.01,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1071,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.96,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1072,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.87,O (property damage only),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1073,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.02,O (property damage only),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1074,Older Drivers,Lane departure,Rural,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.77,O (property damage only),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1075,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.98,O (property damage only),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1076,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,1.04,O (property damage only),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1077,Older Drivers,Lane departure,Urban,treat122,Widen paved shoulder from 4 ft to 6 ft,,0.91,O (property damage only),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
1078,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.06,K (fatal),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1079,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.95,K (fatal),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1080,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.07,K (fatal),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1081,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.98,K (fatal),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1082,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.84,K (fatal),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1083,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.04,K (fatal),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1084,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.98,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1085,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.06,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1086,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.93,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1087,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.97,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1088,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.07,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1089,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.65,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1090,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.67,O (property damage only),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1091,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.05,O (property damage only),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1092,Older Drivers,Lane departure,Rural,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.59,O (property damage only),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1093,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.23,O (property damage only),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1094,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,1.09,O (property damage only),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1095,Older Drivers,Lane departure,Urban,treat123,Widen paved shoulder from 4 ft to 8 ft,,0.87,O (property damage only),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1096,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.03,K (fatal),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1097,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.97,K (fatal),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1098,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.04,K (fatal),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1099,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,1,K (fatal),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1100,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.93,K (fatal),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1101,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.02,K (fatal),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1102,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.92,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1103,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.02,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1104,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.97,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1105,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.01,"A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1106,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.06,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1107,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.69,"A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1108,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.81,O (property damage only),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1109,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.04,O (property damage only),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1110,Older Drivers,Lane departure,Rural,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.82,O (property damage only),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1111,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.25,O (property damage only),Principal Arterial Interstate,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1112,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,1.05,O (property damage only),Not specified,4,,,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1113,Older Drivers,Lane departure,Urban,treat124,Widen paved shoulder from 6 ft to 8 ft,,0.97,O (property damage only),Not specified,4,,,2,2,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1168,Older Drivers,Intersection-related,All,treat121,Replace standard stop sign with flashing LED stop sign,,0.585,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"poor road signs, poor visibility, wet surface, slower reaction time, dilemma zone",Safer People,Safer Drivers and Passengers
1169,Impaired Driving,Single vehicle ,Rural,treat053,Install shoulder rumble strips,,0.763,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
1170,Impaired Driving,Single vehicle ,Rural,treat053,Install shoulder rumble strips,,0.643,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
1171,Young driver,Lane departure,Rural,treat140,Widen shoulder,,0.771,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1172,Young driver,Lane departure,Rural,treat140,Widen shoulder,,0.688,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1173,Young driver,Lane departure,Rural,treat140,Widen shoulder,,0.607,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1174,Young driver,Lane departure,Rural,treat140,Widen shoulder,,0.566,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1175,Impaired Driving,Lane change,Rural,treat063,Install shoulder rumble strips and widen shoulder,,0.608,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Failing to signal, driver distraction, young driver",Safer People,Safer Drivers and Passengers
1175,Older Drivers,Lane departure,Rural,treat063,Install shoulder rumble strips and widen shoulder,,0.608,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1176,Impaired Driving,Lane change,Rural,treat063,Install shoulder rumble strips and widen shoulder,,0.541,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Failing to signal, driver distraction, young driver",Safer People,Safer Drivers and Passengers
1176,Older Drivers,Lane departure,Rural,treat063,Install shoulder rumble strips and widen shoulder,,0.541,All,Not specified,4,2000,50000,3,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
1179,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.8,All,Not specified,5,154,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1180,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.771,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,154,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1181,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.742,All,Not specified,5,154,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1182,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.632,All,Not specified,5,154,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1183,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.767,All,Not specified,5,154,26118,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1184,Speeding/Aggressive Driving,Lane change,Rural,treat001,Widen Narrow Pavement,,0.685,All,Not specified,5,487,7417,2,2,TBD,TBD,TBD,"Failing to signal, not checking blind spot, sideswipe",Safer People,Safer Drivers and Passengers
1185,Speeding/Aggressive Driving,Lane change,Rural,treat001,Widen Narrow Pavement,,0.643,All,Not specified,5,487,7417,2,2,TBD,TBD,TBD,"Failing to signal, not checking blind spot, sideswipe",Safer People,Safer Drivers and Passengers
1186,Speeding/Aggressive Driving,Lane change,Rural,treat001,Widen Narrow Pavement,,0.446,All,Not specified,4,487,7417,2,2,TBD,TBD,TBD,"Failing to signal, not checking blind spot, sideswipe",Safer People,Safer Drivers and Passengers
1187,Speeding/Aggressive Driving,Lane change,Rural,treat001,Widen Narrow Pavement,,0.705,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,487,7417,2,2,TBD,TBD,TBD,"Failing to signal, not checking blind spot, sideswipe",Safer People,Safer Drivers and Passengers
1188,Speeding/Aggressive Driving,Lane change,Rural,treat001,Widen Narrow Pavement,,0.693,"A (serious injury),B (minor injury),C (possible injury)",Not specified,5,487,7417,2,2,TBD,TBD,TBD,"Failing to signal, not checking blind spot, sideswipe",Safer People,Safer Drivers and Passengers
1189,Speeding/Aggressive Driving,Lane change,Rural,treat001,Widen Narrow Pavement,,0.683,O (property damage only),Not specified,5,487,7417,2,2,TBD,TBD,TBD,"Failing to signal, not checking blind spot, sideswipe",Safer People,Safer Drivers and Passengers
1190,Distracted Driving,Angular,Urban and Suburban,treat033,Install red-light cameras,Yes,0.916,All,Not specified,5,,,NA,NA,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
1190,Distracted Driving,Hit-and-run,Urban and Suburban,treat033,Install red-light cameras,Yes,0.916,All,Not specified,5,,,NA,NA,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
1191,Distracted Driving,Angular,Urban and Suburban,treat033,Install red-light cameras,Yes,1.014,O (property damage only),Not specified,4,,,NA,NA,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
1191,Distracted Driving,Hit-and-run,Urban and Suburban,treat033,Install red-light cameras,Yes,1.014,O (property damage only),Not specified,4,,,NA,NA,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
1192,Distracted Driving,Angular,Urban and Suburban,treat033,Install red-light cameras,Yes,0.676,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,,,NA,NA,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
1192,Distracted Driving,Hit-and-run,Urban and Suburban,treat033,Install red-light cameras,Yes,0.676,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,,,NA,NA,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
1193,Distracted Driving,Angular,Urban and Suburban,treat033,Install red-light cameras,Yes,0.623,All,Not specified,5,,,NA,NA,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
1193,Distracted Driving,Hit-and-run,Urban and Suburban,treat033,Install red-light cameras,Yes,0.623,All,Not specified,5,,,NA,NA,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
1194,Distracted Driving,Angular,Urban and Suburban,treat033,Install red-light cameras,Yes,1.077,All,Not specified,5,,,NA,NA,TBD,TBD,TBD,"Intersection-related, failing to signal, limited visibility, crossing from right",Safer People,Safer Drivers and Passengers
1194,Distracted Driving,Hit-and-run,Urban and Suburban,treat033,Install red-light cameras,Yes,1.077,All,Not specified,5,,,NA,NA,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
1195,Distracted Driving,Speeding,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,1.01,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Impaired driving, peer influence",Safer People,Safer Drivers and Passengers
1195,Seatbelt Usages (Occupant Protection),Intersection-related,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,1.01,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, dry surface, daytime, young male",Safer People,Safer Drivers and Passengers
1196,Distracted Driving,Speeding,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,1.11,O (property damage only),Not specified,4,,,NA,NA,TBD,TBD,TBD,"Impaired driving, peer influence",Safer People,Safer Drivers and Passengers
1196,Seatbelt Usages (Occupant Protection),Intersection-related,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,1.11,O (property damage only),Not specified,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, dry surface, daytime, young male",Safer People,Safer Drivers and Passengers
1197,Distracted Driving,Speeding,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,0.68,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Impaired driving, peer influence",Safer People,Safer Drivers and Passengers
1197,Seatbelt Usages (Occupant Protection),Intersection-related,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,0.68,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, dry surface, daytime, young male",Safer People,Safer Drivers and Passengers
1198,Distracted Driving,Speeding,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,0.69,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Impaired driving, peer influence",Safer People,Safer Drivers and Passengers
1198,Seatbelt Usages (Occupant Protection),Intersection-related,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,0.69,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, dry surface, daytime, young male",Safer People,Safer Drivers and Passengers
1199,Distracted Driving,Speeding,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,1.09,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Impaired driving, peer influence",Safer People,Safer Drivers and Passengers
1199,Seatbelt Usages (Occupant Protection),Intersection-related,Urban and Suburban,treat029,Install automated speed camera at signalized intersection,Yes,1.09,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Signalized intersection, dry surface, daytime, young male",Safer People,Safer Drivers and Passengers
1204,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.842,All,Not specified,5,1282,20433,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1207,Young driver,Run-off-road,Rural,treat147,Flatten side slopes,,0.976,All,Principal Arterial Other Freeways and Expressways,4,,,4,4,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
1208,Young driver,Run-off-road,Rural,treat147,Flatten side slopes,,0.947,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Principal Arterial Other Freeways and Expressways,4,,,4,4,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
1209,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.812,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,1282,20433,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1210,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.613,All,Not specified,5,1282,20433,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1211,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.48,All,Not specified,4,1282,20433,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1212,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.891,All,Not specified,4,1282,20433,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1213,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.653,All,Not specified,5,154,15848,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1214,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.558,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,154,15848,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1215,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.758,All,Not specified,5,154,15848,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1216,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.506,All,Not specified,4,154,15848,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1217,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.628,All,Not specified,4,154,15848,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1219,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.975,All,Not specified,4,782,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1220,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,1.019,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,782,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1221,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.92,All,Not specified,4,782,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1222,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,1.021,All,Not specified,4,782,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
1223,Young driver,Lane departure,Rural,treat139,Install centerline and shoulder rumble strips,,0.907,All,Not specified,4,782,25796,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
